n_ticks|n_ma,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
23,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
24,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
25,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
26,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
27,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
28,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
29,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
30,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
31,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
32,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
33,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
34,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
35,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
36,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
37,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
38,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
39,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
40,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
41,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
42,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
43,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
44,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
45,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
46,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022,1140784.93022
